,ID RESTAURANT,GRADE,DBA,Latitude,Longitude,Exponential Smoothed Score,Probabilistic risk Score,Final Cluster,CUISINE DESCRIPTION
0,30075445,A,MORRIS PARK BAKE SHOP,40.84823122,-73.85597189,10.8023229,12.36132494,0,Bakery Products/Desserts
1,30112340,A,WENDY'S,40.66265152,-73.96208137,10.22208033,11.69734118,2,Hamburgers
2,30191841,A,DJ REYNOLDS PUB AND RESTAURANT,40.76732571,-73.98431042,10.54903736,12.07148497,2,Irish
3,40356018,A,RIVIERA CATERERS,40.57989566,-73.98208666,7.874186397,9.010596847,2,American
4,40356483,A,WILKEN'S FINE FOOD,40.62011159,-73.90698949,6.405382702,7.329813935,1,Sandwiches
5,40356731,A,TASTE THE TROPICS ICE CREAM,40.64079502,-73.94848798,11.30664973,12.93843672,0,Frozen Desserts
6,40357217,A,WILD ASIA,40.85053675,-73.88245508,9.903222482,11.33246545,2,American
7,40359480,A,1 EAST 66TH STREET KITCHEN,40.76854691,-73.96958058,8.168685481,9.347598333,3,American
8,40359705,A,NATHAN'S FAMOUS,40.57553687,-73.98165226,10.02816668,11.47544172,2,Hotdogs
9,40360045,A,SEUDA FOODS,40.60618692,-73.96546645,13.26184694,15.17580994,0,Jewish/Kosher
10,40361618,A,SAL'S DELI,40.78167384,-73.83941598,10.19867844,11.67056191,0,Sandwiches
11,40361998,A,STEVE CHU'S DELI & GROCERY,40.76457121,-73.93882546,9.306344382,10.6494453,0,Sandwiches
12,40362264,A,P & S DELI GROCERY,40.79262064,-73.96770962,12.35112931,14.13365664,3,American
13,40362274,A,ANGELIKA FILM CENTER,40.72574362,-73.99747811,9.975166157,11.41479211,3,American
14,40362432,A,HO MEI RESTAURANT,40.75330591,-73.86429538,7.8996832,9.039773374,3,Chinese
15,40362869,A,SHASHEMENE INT'L RESTAURANT,40.65198322,-73.92457494,6.998906359,8.00899552,2,Caribbean
16,40363298,A,CAFE METRO,40.75618542,-73.99056473,5.165458554,5.910942695,2,American
17,40363427,A,BAGELS N BUNS,40.61026786,-74.14640121,10.03728094,11.48587136,3,Sandwiches
18,40363834,A,CARVEL,40.59855313,-74.07964601,8.723897468,9.982939069,2,Frozen Desserts
19,40363920,A,NEW GOLDEN BILLION,40.66214059,-73.92718021,2.816005309,3.22241401,1,Chinese
20,40364220,A,KOSHER BAGEL HOLE,40.62511113,-73.96203434,6.70535451,7.673077975,1,Jewish/Kosher
21,40364296,A,HAPPY GARDEN,40.86364881,-73.89423962,12.15409956,13.90819136,1,Chinese
22,40364305,A,PHILADELPHIA GRILLE EXPRESS,40.61272249,-74.03375177,4.700796186,5.379219789,1,Pizza
23,40364335,A,PETER LUGER STEAKHOUSE,40.7099798,-73.96251244,9.501551105,10.87282446,1,Steakhouse
24,40364347,A,METROPOLITAN CLUB,40.76479552,-73.97230783,12.53278525,14.34152934,0,American
25,40364373,A,ISLE OF CAPRI RESTURANT,40.76270774,-73.96574958,8.239048782,9.428116537,2,Italian
26,40364389,A,OLD TOWN BAR & RESTAURANT,40.73759507,-73.98964721,12.68500517,14.51571779,0,American
27,40364439,A,SEVILLA RESTAURANT,40.73490838,-74.00297329,14.39603034,16.47367982,0,Latin American
28,40364443,B,CRIMINAL COURT BLDG CAFETERIA,40.71607657,-74.0014249,20.73881315,23.7318594,0,American
29,40364449,A,GOTTSCHEER HALL,40.70664797,-73.90573574,11.74495752,13.44000153,0,German
30,40364467,A,NYAC MAIN DINING ROOM,40.76671822,-73.97873659,7.796461174,8.921654242,3,American
31,40364518,A,7B BAR,40.72498456,-73.98128265,10.43430345,11.94019255,0,American
32,40364572,A,DONOHUE'S STEAK HOUSE,40.76551288,-73.96576979,9.994760095,11.43721386,0,Steakhouse
33,40364581,A,JUNIOR'S,40.69020015,-73.9816242,12.25572504,14.02448353,3,American
34,40364715,A,OLD HOMESTEAD,40.74137222,-74.00503776,12.80181674,14.64938773,1,American
35,40364744,A,NEW PARK PIZZERIA & RESTAURANT,40.6631017,-73.84083793,10.46045854,11.97012237,0,Pizza
36,40364858,A,DOUGLASTON CLUB,40.77632972,-73.75283544,8.218836774,9.404987512,1,American
37,40364956,A,THE NEW STARLING ATHLETIC CLUB OF THE BRONX,40.83061012,-73.84964668,12.42049807,14.21303676,0,American
38,40365013,A,CRYSTAL ROOM,40.59281418,-74.07067712,9.692529036,11.09136451,1,Italian
39,40365075,A,MCSORLEY'S OLD ALE HOUSE,40.728584,-73.98953677,12.42049807,14.21303676,0,Irish
40,40365120,A,SOUTH SHORE SWIMMING CLUB,40.50806852,-74.22828215,12.54306004,14.35328701,1,American
41,40365166,A,CORNER BISTRO,40.73792485,-74.00386112,13.95125368,15.96471256,2,American
42,40365239,A,DORRIAN'S RED HAND RESTAURANT,40.77640497,-73.95280207,7.959306812,9.108001926,3,Irish
43,40365264,A,LA GRENOUILLE,40.75965816,-73.97597744,10.63548433,12.17040806,1,French
44,40365288,A,KEATS RESTAURANT,40.75159837,-73.9708949,4.714610321,5.395027594,2,American
45,40365387,A,ARTURO'S,40.72723405,-74.00051594,8.049292428,9.210974356,1,Italian
46,40365499,A,YANKEE TAVERN,40.82755786,-73.9251412,12.42049807,14.21303676,0,American
47,40365525,B,DONUT PUB,40.73874834,-74.00014434,20.1316546,23.03707512,0,Donuts
48,40365546,B,REBEN LUNCHEONETTE,40.70903995,-73.95915129,25.77171847,29.49111864,3,American
49,40365577,A,V & T RESTAURANT,40.80332942,-73.96361191,5.818565785,6.658307015,2,Italian
50,40365627,A,JAHN'S RESTAURANT,40.74965337,-73.88507357,14.01541897,16.03813824,3,American
51,40365632,A,J&V FAMOUS PIZZA,40.61995673,-73.98935214,9.283667066,10.62349518,3,Pizza
52,40365644,A,JOE ALLEN RESTAURANT,40.7601789,-73.98888203,12.04114113,13.77893065,1,American
53,40365726,A,BARBETTA RESTAURANT,0,0,7.497203213,8.579207073,2,Italian
54,40365784,A,GARGIULO'S RESTAURANT,40.57655533,-73.98258432,10.36455257,11.86037515,2,Italian
55,40365789,A,PATSY'S ITALIAN RESTAURANT,40.7656182,-73.98239751,11.04092924,12.63436719,1,Italian
56,40365841,A,PARKSIDE RESTAURANT,40.7437251,-73.85623838,7.959306812,9.108001926,3,Italian
57,40365844,A,LAVELLE'S ADMIRAL'S CLUB,40.75700231,-73.9148,10.02131278,11.46759866,3,Other
58,40365871,A,NEARY'S PUB,40.75863939,-73.96374832,12.30058657,14.07581952,0,American
59,40365882,A,NEW YORK PIZZA SUPREMA,40.75003195,-73.99504099,12.5945677,14.4122283,3,Pizza
60,40365904,C,MEE SUM CAFE,40.71486063,-73.99819997,47.67761667,54.55849796,0,Coffee/Tea
61,40365942,A,HOP KEE RESTAURANT,40.71436383,-73.99878436,12.28251142,14.05513574,2,Chinese
62,40365968,A,NANCY WHISKEY PUB,40.72053946,-74.00501092,9.563464083,10.94367278,0,American
63,40365972,A,BLARNEY BAR,40.70180334,-73.80867561,10.52947719,12.04910186,3,American
64,40366002,A,MARGHERITA PIZZA,40.70466771,-73.79682288,9.171951456,10.49565666,1,Pizza
65,40366054,A,HEALY'S PUB,40.58173375,-73.83028283,11.07808841,12.6768892,3,American
66,40366132,A,DENINO'S PIZZERIA TAVERN,40.63002441,-74.14016887,10.09370761,11.55044158,2,Pizza
67,40366154,A,MICHAEL'S RESTAURANT,40.60741859,-73.94300363,10.90250342,12.47596361,2,Italian
68,40366222,A,KILLARNEY ROSE,40.70533871,-74.00869226,6.501170526,7.439425954,1,Irish
69,40366230,C,DON PEPPE,40.67025824,-73.82097608,35.40155028,40.5107374,0,Italian
70,40366356,A,BLARNEY CASTLE,40.56077579,-73.9117834,11.4424938,13.09388594,3,American
71,40366471,A,ROLL-N-ROASTER,40.58386661,-73.93969006,24.84608824,28.43190052,1,American
72,40366473,A,TIO PEPE,40.7320566,-74.00144328,10.2133657,11.68736884,2,Seafood
73,40366487,A,BRENNAN & CARR,40.60038588,-73.94189333,6.244872978,7.146139287,3,American
74,40366497,A,THE PUNCH BOWL,40.88520606,-73.90057393,11.43782751,13.08854621,0,American
75,40366543,A,JARDIN DE CHINA REST,40.7507548,-73.87036048,16.75209899,19.16977865,0,Chinese
76,40366574,A,BLARNEY STONE,40.70652394,-74.01384656,8.759722087,10.02393393,1,Irish
77,40366586,A,SHIMONS KOSHER PIZZA,40.72718118,-73.82209618,11.79265898,13.49458731,2,Jewish/Kosher
78,40366652,A,FASCATI'S PIZZERIA,40.69844393,-73.99254562,6.189564182,7.082848271,1,Pizza
79,40366711,B,LI GRECI'S STAATEN RESTAURANT,40.62947594,-74.11233734,19.30772866,22.09423936,3,American
80,40366716,A,SHUN LEE PALACE RESTAURANT,40.75937665,-73.96948371,9.694673084,11.09381799,3,Chinese
81,40366742,A,TAMAQUA,40.59435177,-73.93015661,11.72485272,13.41699518,3,Bottled Beverages
82,40366879,A,LA FUSTA RESTAURANT,40.7447068,-73.88456967,10.88220824,12.45273941,2,Latin American
83,40366928,A,RICHMOND COUNTY COUNTRY CLUB,40.5879359,-74.10407271,12.66966465,14.49816331,0,American
84,40366938,B,LULU'S COFFEE SHOP,40.83170704,-73.85099931,25.29553924,28.94621674,3,Coffee/Tea
85,40366961,A,MITCHELL'S RESTAURANT,40.67885037,-73.96841748,11.63277133,13.31162451,2,Soul Food
86,40367005,A,DA VINCI PIZZA,40.61897968,-73.99034286,12.84390773,14.69755333,1,Pizza
87,40367038,A,MEXICO LINDO RESTAURANT,40.73964407,-73.97961494,12.72800084,14.56491865,2,Mexican
88,40367161,A,MARINA DEL REY,40.81453855,-73.81505544,7.211268186,8.252005617,3,American
89,40367179,A,TWINS PUB,40.75305399,-73.99655669,11.20762908,12.82512531,0,Irish
90,40367189,A,BROOME STREET BAR,40.72311686,-74.00312428,10.17057743,11.63840533,0,American
91,40367232,A,O'HANLON'S PUB,40.77494827,-73.9121196,5.677425989,6.496797781,1,Irish
92,40367240,A,CHARLIES SPORTS BAR,0,0,10.41842494,11.92202244,2,Bottled Beverages
93,40367241,A,JG MELON RESTAURANT,40.7711925,-73.95953182,10.3091057,11.79692614,0,American
94,40367338,A,"TAP ROOM, GRAB & GO",40.76671822,-73.97873659,7.076656946,8.097967149,1,American
95,40367339,A,COCKTAIL ROOM (NYAC),40.76671822,-73.97873659,2.246958921,2.571242278,2,American
96,40367365,A,THE FLAME DINER,40.76843198,-73.98534267,11.05921637,12.65529353,2,American
97,40367373,A,JACKSON HOLE,40.76430997,-73.96345643,10.69522452,12.23877001,2,Hamburgers
98,40367377,A,ZUM STAMMTISCH,40.7018689,-73.88159658,6.673733268,7.636893123,1,German
99,40367442,A,BUDDY'S WONDER BAR,40.63675542,-74.13493705,12.17647593,13.93379711,0,American
100,40367728,A,MIMIS RESTAURANT & BAR,40.7562169,-73.96752881,9.15199185,10.47281646,0,Italian
101,40367749,A,LENNY'S CLAM BAR,40.65555094,-73.83896749,10.54544735,12.06737685,3,Seafood
102,40367752,A,GRIFFIS FACULTY CLUB,40.76415611,-73.95528359,11.26137929,12.88663281,2,American
103,40367789,A,DANI PIZZA AND RESTAURANT,40.70886695,-73.83043401,12.98904769,14.86364004,3,Pizza
104,40367790,A,MCDONALD'S,40.64872319,-73.95829825,6.541357241,7.485412456,1,Hamburgers
105,40367841,A,CAFE FIORELLO,40.77151115,-73.98215045,13.97885063,15.99629232,0,Italian
106,40367860,A,L&B SPUMONI GARDENS,40.59439352,-73.981359,12.37357585,14.15934269,2,Pizza
107,40367870,A,AMORE PIZZERIA & RESTAURANT,40.76965881,-73.83469397,12.3263699,14.10532392,0,Pizza
108,40368018,A,THE PATIO,40.85053675,-73.88245508,8.767642596,10.03299754,3,American
109,40368021,A,ZOO BREWS-BRONX ZOO,40.85053675,-73.88245508,2.539174146,2.905630297,2,American
110,40368022,A,GRIZZLY GROUNDS,40.85053675,-73.88245508,7.821902393,8.950767163,3,Coffee/Tea
111,40368025,A,THE PECKING ORDER,40.85053675,-73.88245508,4.671404653,5.345586441,3,American
112,40368026,A,SOMBA VILLAGE (BABOON CAFE),40.85053675,-73.88245508,5.964859485,6.825713968,2,African
113,40368034,A,ROADHOUSE RESTAURANT,40.61336685,-74.10045673,10.50992271,12.02672526,2,Italian
114,40368157,A,ELEPHANT & CASTLE,40.73631373,-74.0009418,9.295658507,10.63721723,1,American
115,40368207,A,MILL BASIN KOSHER DELI,40.61531418,-73.91841052,11.20762908,12.82512531,0,Jewish/Kosher
116,40368223,A,OYSTER BAR,40.75251382,-73.97730464,6.108192315,6.989732734,1,Seafood
117,40368271,A,CHERRY TAVERN,40.72599521,-73.9851969,5.135254489,5.876379549,3,Bottled Beverages
118,40368291,A,COLONNADE DINER,40.58116391,-74.09854329,9.601485299,10.98718125,3,American
119,40368313,A,RED FLAME DINER,40.7556272,-73.98193815,11.00849324,12.59724998,3,American
120,40368318,A,MAGGIES PLACE,40.75615888,-73.97738641,12.5945677,14.4122283,3,American
121,40368338,A,BRADY'S BAR,40.77543362,-73.95353209,10.6773495,12.21831525,3,American
122,40368374,A,JIMMY'S CORNER,40.75661292,-73.984331,7.959306812,9.108001926,3,American
123,40368555,A,IL CORTILE RESTAURANT,40.71789085,-73.9981061,12.86285573,14.71923592,2,Italian
124,40368577,A,DENNY'S PUB,40.64293186,-73.97886988,7.118599165,8.145962511,2,American
125,40368581,A,MARIES CRISIS CAFE,40.73313525,-74.00328712,9.334470812,10.68163097,3,Bottled Beverages
126,40368632,B,NEW PARKWAY RESTAURANT,40.62019578,-74.00754646,16.57275203,18.96454816,3,American
127,40368725,A,CAFE RIAZOR,40.74043912,-74.00002526,11.85778508,13.56911248,1,Spanish
128,40368763,A,THE BROOK,40.75942659,-73.97154121,5.893987995,6.744614233,3,American
129,40368801,A,MARBELLA RESTAURANT,40.76160163,-73.76075972,8.994226974,10.2922828,3,Latin American
130,40368809,A,P.J.' S,40.72953723,-73.77996922,6.507453808,7.446616045,3,American
131,40368824,A,DOUBLES CLUB,40.76453215,-73.97280973,9.801981708,11.2166135,0,American
132,40368897,A,HATSUHANA RESTAURANT,40.75689169,-73.9771732,12.99518325,14.87066109,1,Japanese
133,40369016,A,VIAND COFFEE SHOP,40.76492405,-73.97041615,9.449545592,10.81331346,0,Greek
134,40369051,A,STEVE'S COFFEE SHOP,40.76174641,-73.80380277,9.474106965,10.84141955,1,Coffee/Tea
135,40369158,A,JODY'S CLUB,40.63100906,-74.10189565,10.20201255,11.67437719,0,American
136,40369213,B,WHITESTONE LANES,40.77070865,-73.83372018,26.1221589,29.89213498,0,American
137,40369262,A,JOHN'S PIZZERIA,40.73492185,-73.88201393,5.135254489,5.876379549,3,Pizza
138,40369299,A,SEASHORE RESTAURANT,40.85411693,-73.79057359,12.9706863,14.84262872,0,Seafood
139,40369418,A,CAFFE REGGIO,40.73020663,-74.00031751,11.08194114,12.68129796,0,Italian
140,40369461,B,CAFE UN DEUX TROIS,40.75648387,-73.9839773,28.10109508,32.1566732,3,French
141,40369482,A,ARMANDO'S PIZZA,40.64798374,-73.88192681,7.756228156,8.875614755,1,Pizza
142,40369521,A,KNICKERBOCKER BAR & GRILL,40.73196864,-73.99445059,11.9111286,13.63015459,2,American
143,40369608,A,THE RIVER CAFE,40.70295918,-73.99433761,7.497203213,8.579207073,2,American
144,40369619,A,MUDVILLE9,40.71529947,-74.00879097,12.46028181,14.25856214,3,American
145,40369641,A,JOHNNY'S REEF RESTAURANT,40.83766442,-73.78289894,11.5699241,13.2397071,1,Seafood
146,40369667,A,WHITE CASTLE,40.6634914,-73.93226465,9.917144681,11.34839691,0,Hamburgers
147,40369669,A,WHITE CASTLE,40.86562407,-73.86225393,9.441336608,10.80391974,1,Hamburgers
148,40369675,A,WHITE CASTLE,40.74345059,-73.92132771,3.841541707,4.395956846,1,Hamburgers
149,40369716,A,FERDINANDO'S RESTAURANT,40.68412467,-74.0020624,10.27694795,11.76012735,0,Italian
150,40369782,A,MCDONALD'S,40.6561812,-73.93084489,11.05417068,12.64951964,0,Hamburgers
151,40369849,A,GINO'S PIZZERIA,40.7487857,-73.75656159,12.66966465,14.49816331,0,Pizza
152,40369878,A,VILLA MOSCONI RESTAURANT,40.7285378,-74.00173184,12.91024861,14.77346859,3,Italian
153,40369958,A,SPARKS STEAK HOUSE,40.75309731,-73.97209616,10.71153336,12.25743255,0,Steakhouse
154,40369983,A,THE DART SPORTS BAR,40.71527033,-73.80769891,12.21864377,13.98205065,2,American
155,40370015,A,BAMONTE'S RESTAURANT,40.71672774,-73.95134022,10.66220919,12.20098987,2,Italian
156,40370150,A,JOHN MULLIGAN'S FIRESIDE PUB,40.89778438,-73.86721861,9.994760095,11.43721386,0,American
157,40370167,A,BURGER KING,40.76185912,-73.75919934,5.540823863,6.3404811,1,Hamburgers
158,40370168,C,EAR INN,40.72599304,-74.00930109,27.49086214,31.45837083,0,American
159,40370436,A,ROSSINI'S,40.74934943,-73.97894066,11.52347318,13.18655235,3,Italian
160,40370463,A,THREE GUY'S RESTAURANT,40.77397438,-73.96384104,10.87890618,12.44896079,3,American
161,40370507,A,THE PLAYERS,40.7377759,-73.98648252,11.99425269,13.72527522,2,American
162,40370766,A,SMITH & WOLLENSKY,40.75505127,-73.97087534,6.80372579,7.785646296,1,American
163,40370781,A,MCDONALD'S,40.78061912,-73.80203901,10.12282546,11.58376175,1,Hamburgers
164,40370856,A,OLIVE TREE CAFE & COMEDY CELLAR,40.73012978,-74.00038607,7.959306812,9.108001926,3,American
165,40370939,A,MANDUCATIS,40.74446803,-73.94890554,13.40362461,15.33804911,0,Italian
166,40371454,A,WEST BANK CAFE,40.75860922,-73.99305143,14.74899029,16.8775793,0,American
167,40371614,A,LA BARAKA RESTAURANT,40.77203399,-73.73432653,11.80252437,13.50587648,3,French
168,40371684,A,LIBERMAN'S LUNCHEONETTE,40.63150355,-73.98500899,10.98578035,12.57125915,1,Jewish/Kosher
169,40371718,A,ZAFI'S LUNCHEONETTE,40.71473855,-73.98260579,3.746848059,4.287596915,1,American
170,40371727,A,LA PALINA RESTAURANT,40.61077672,-73.97886929,13.82788702,15.8235415,0,Italian
171,40371805,A,TY'S,40.73319281,-74.00547734,7.095194845,8.119180456,3,Bottled Beverages
172,40371906,A,MARINER INN,40.60933941,-73.93197766,11.42380122,13.07249563,3,American
173,40371988,B,NORTH SHORE DINER,40.75784728,-73.78456423,17.94289967,20.53243688,3,American
174,40372112,A,GREEN HOUSE CAFE,40.62982119,-74.02845014,7.959306812,9.108001926,3,American
175,40372196,A,MCDONALD'S,40.82757806,-73.82327208,7.923532645,9.067064795,3,Hamburgers
176,40372262,A,LA RIPAILLE RESTAURANT,40.73735386,-74.00574111,9.952846786,11.38925158,1,French
177,40372357,A,MARINA CAFE,40.54430093,-74.14090586,7.929512957,9.073908191,1,Italian
178,40372417,A,DON FILIPPO RESTAURANT,40.77464251,-73.95910728,9.457143569,10.82200798,2,Italian
179,40372422,A,BURGER KING,40.73177314,-73.86656565,4.071677477,4.65930604,1,Hamburgers
180,40372445,A,OMONIA CAFE,40.76147748,-73.92436023,15.45436079,17.68474959,3,Greek
181,40372466,A,"MURALS ON 54, RANDOLPH'S",40.76186522,-73.97733032,9.680809967,11.07795414,3,American
182,40372485,A,VETERANS OF FOREIGN WARS POST #107 CANTEEN,40.59810167,-73.9310133,5.247951227,6.005340793,1,American
183,40372596,A,TROPICAL HOUSE BAKING CO.,40.66943476,-73.93383029,7.497203213,8.579207073,2,Bakery Products/Desserts
184,40372618,A,BURGER KING,40.66793532,-73.78098428,10.90402785,12.47770805,2,Hamburgers
185,40372631,A,YANKEE JZ PIZZA,40.82917833,-73.87570682,10.38431416,11.88298876,1,Pizza
186,40372694,A,CLINTON RESTAURANT,40.79346399,-73.81314953,12.37722437,14.16351776,0,Italian
187,40372971,A,RACQUET & TENNIS CLUB,40.75879835,-73.97281208,9.410624492,10.76877522,2,American
188,40373113,A,ASTRO RESTAURANT,40.76313625,-73.97839841,11.16240668,12.77337637,3,American
189,40373118,A,GOLDEN DOVE DINER,40.55901275,-74.1694397,8.691782243,9.946188943,3,American
190,40373160,A,KORNER PIZZERIA,40.64337635,-73.97802655,9.148256447,10.46854196,1,Pizza
191,40373462,A,VILLA BERULIA,40.74686575,-73.98082174,10.29606647,11.78200508,3,Italian
192,40373500,A,VICTOR'S CAFE,40.76296148,-73.983853,9.563464083,10.94367278,0,Latin American
193,40373597,A,PETE'S PIZZERIA & RESTAURANT,40.63124038,-74.02788872,8.184767885,9.366001766,3,Pizza
194,40373656,A,KEENS STEAKHOUSE,40.75075309,-73.98610812,9.802140532,11.21679525,2,Steakhouse
195,40373669,A,BuBo,40.74604728,-73.97786985,10.12911966,11.59096433,2,American
196,40373888,A,IL MULINO,40.72984432,-73.99896087,7.523356461,8.609134784,3,Italian
197,40373909,A,MCDONALD'S,40.64491615,-73.92158848,5.971897179,6.833767348,1,Hamburgers
198,40373912,A,THE MALT HOUSE,40.72878759,-73.99935056,10.35820466,11.85311111,1,American
199,40373937,A,SHUN LEE,40.7722739,-73.9803631,10.1772144,11.64600016,3,Chinese
200,40374136,A,TONY'S PIER RESTAURANT,40.83765897,-73.78292064,12.53002031,14.33836537,2,Seafood
201,40374192,A,ELIO'S,40.77670406,-73.95260688,13.89501616,15.90035878,0,Italian
202,40374266,A,KASTELI II,40.74880508,-73.99591088,12.02025142,13.75502612,2,Irish
203,40374277,A,MOLLY WEE PUB,40.74975474,-73.99522147,10.7610646,12.3141122,0,Irish
204,40374395,A,EL CARIBE,40.60865231,-73.91428056,6.087608116,6.966177803,1,Italian
205,40374415,A,OMEN AZEN,40.72582323,-74.00185083,9.994760095,11.43721386,0,Japanese
206,40374974,A,CHEZ NAPOLEON,40.76320356,-73.98827145,9.93044863,11.3636209,1,French
207,40375108,A,TURKEY'S NEST TAVERN,40.72051696,-73.95485122,3.84466561,4.399531593,1,American
208,40375286,A,LA VILLA DE PIZZA & RESTAURANT,40.66608921,-73.85195825,12.72416807,14.56053273,3,Pizza
209,40375369,A,OZONE PIZZERIA,40.68068177,-73.84263818,10.38983892,11.88931086,1,Pizza
210,40375616,A,ARTURO'S,40.77545297,-73.94747716,11.71889681,13.41017972,0,Italian
211,40375699,A,GENE'S RESTURANT,40.73493583,-73.99718548,8.107927953,9.278072219,1,Italian
212,40375839,A,COZY SOUP & BURGER,40.72994292,-73.99296062,10.03602481,11.48443394,1,American
213,40375929,A,VILLA FIORITA,40.61204673,-73.99734556,4.992463729,5.712981084,2,Italian
214,40376077,C,FONTANA FAMOUS PIZZA & GYRO,40.75771554,-73.78310999,38.23204498,43.74973192,1,Greek
215,40376142,A,LUSARDI'S RESTAURANT,40.7725058,-73.95564623,12.32325232,14.10175641,0,Italian
216,40376204,B,PORTOFINO,40.71874857,-73.84029328,15.90211868,18.19712834,0,Italian
217,40376290,A,KING'S ARMS RESTAURANT,40.63043625,-74.10698897,11.89115344,13.60729659,0,American
218,40376493,A,THE WATER CLUB,40.74089419,-73.97248741,9.994760095,11.43721386,0,Seafood
219,40376495,A,MARCO POLO RISTORANTE,40.68228287,-73.99592218,12.51507496,14.32126309,3,Italian
220,40376496,A,MANHATTAN MONSTER,40.733407,-74.00242837,11.94200805,13.66549059,2,American
221,40376583,A,WAR MEMORIAL ICE SKATING RINK,0,0,3.304164577,3.781024911,2,American
222,40376635,A,"TRIPOLI RESTAURANT, SWALLOW CAFE",40.69030305,-73.99464519,8.767642596,10.03299754,3,Mediterranean
223,40376718,A,PJ BERNSTEIN DELI & RESTAURANT,40.76861307,-73.96140347,12.75599101,14.59694838,3,Sandwiches
224,40376735,A,PJ CARNEY'S,40.76573855,-73.9798849,10.35379918,11.84806982,3,Irish
225,40377124,B,JP'S RESTAURANT,40.85725113,-73.79041547,18.82169142,21.53805674,3,Seafood
226,40377243,A,JOHN & JOE PIZZERIA & RESTAURANT,40.85446555,-73.865892,21.59413837,24.71062601,1,Pizza
227,40377262,A,SUNSET PIZZERIA,40.54235092,-74.20823691,8.687531189,9.941324373,1,Pizza
228,40377294,A,MCDONALD'S,40.7017391,-73.88083222,10.24477285,11.72330871,1,Hamburgers
229,40377325,A,JACKSON HOLE,40.74622292,-73.97773987,11.30287855,12.93412128,2,Hamburgers
230,40377385,A,NAPOLI PIZZA,40.73307344,-73.8047535,12.80318832,14.65095726,0,Pizza
231,40377506,A,VESUVIO RESTAURANT & PIZZA,40.63271448,-74.02726606,12.32325232,14.10175641,0,Pizza
232,40377560,A,HOT POT,40.67662651,-73.74199059,11.3560103,12.99492105,0,Caribbean
233,40377630,A,JOHNS CAFE & RESTAURANT,40.75102757,-73.97133909,10.98525703,12.57066031,1,American
234,40377789,A,CAFE LUXEMBOURG,40.77746465,-73.98301541,8.032014623,9.191203,1,French
235,40378035,A,"DUNKIN', BASKIN ROBBINS",40.73939635,-73.81574116,11.48871338,13.14677597,0,Donuts
236,40378136,A,BROADWAY RESTAURANT,40.79803372,-73.96929978,11.9596988,13.68573449,1,American
237,40378190,A,NARITA JAPANESE RESTAURANT,40.72098186,-73.84561273,12.75637908,14.59739246,3,Japanese
238,40378212,A,CUCHIFRITO,40.79828609,-73.94086392,10.27267325,11.75523572,1,Spanish
239,40378571,A,IL CANTINORI RESTAURAUNT,40.73240224,-73.99307222,4.697431622,5.375369648,1,Italian
240,40378579,A,ANDREWS COFFEE SHOP,40.75174161,-73.99005646,10.20198494,11.6743456,1,American
241,40378822,A,WEST CORK-UNION HALL,40.63810304,-74.10925325,11.47666365,13.13298722,0,American
242,40378827,B,KOSHER HUT OF BROOKLYN,40.60619789,-73.96543763,24.27855575,27.78246118,0,Jewish/Kosher
243,40378874,A,TERRA BLUES,40.72826883,-73.99935778,5.135254489,5.876379549,3,American
244,40379026,A,FLAMINGO,40.74793365,-73.88091529,13.11655689,15.00955149,1,Latin American
245,40379149,B,MONTE'S,40.72944359,-74.00096335,16.16537905,18.49838271,0,Italian
246,40379566,A,LONDON LENNIES,40.72219743,-73.8672451,9.454114574,10.81854184,2,Seafood
247,40379573,A,DUNKIN',40.8857797,-73.82837527,9.974706177,11.41426574,1,Donuts
248,40379580,A,COOPER TOWN DINER,40.73475296,-73.97994841,11.11859069,12.72323681,1,American
249,40379628,A,HASAKI RESTAURANT,0,0,10.83153866,12.39475714,3,Japanese
250,40379662,A,MEZZALUNA,40.77128305,-73.95946678,12.32325232,14.10175641,0,Italian
251,40379746,A,RESTUARANT NIPPON,40.75751058,-73.97088148,10.90287431,12.47638803,0,Japanese
252,40379890,A,O'HARA'S,40.70963664,-74.01271101,9.850913891,11.27260763,3,American
253,40379920,B,E.A.T. CAFE,40.77737158,-73.96136588,17.47280777,19.99450085,0,American
254,40380164,B,CUCHIFRITOS,0,0,18.56797388,21.24772243,0,Spanish
255,40380182,A,CLUB 101,40.75098522,-73.97848538,6.560849889,7.507718302,2,American
256,40380253,A,RIVERDALE DINER,40.8850063,-73.90127222,11.05573364,12.65130817,2,American
257,40380422,A,CARLOS PIZZA,40.71282521,-73.87819353,9.566613871,10.94727715,0,Pizza
258,40380432,A,THE BITTER END,40.72821942,-73.99925675,12.96363702,14.83456207,3,American
259,40380457,A,ARRIBA ARRIBA,40.76419718,-73.98841568,8.184417509,9.365600823,2,Mexican
260,40380464,A,GEIDO RESTAURANT,40.67779203,-73.97289931,12.45623093,14.25392662,3,Japanese
261,40380517,A,BARNEY GREENGRASS,40.78782461,-73.9748947,6.287132719,7.194497996,2,Jewish/Kosher
262,40380520,A,ANNAM BRAHAM RESTAURANT,40.71335811,-73.80177422,3.427399366,3.922045068,1,Indian
263,40380592,A,MONTERO BAR & GRILL,40.69124736,-73.99798786,10.90841065,12.48272337,0,American
264,40380628,A,PISA PIZZERIA,40.7013129,-73.88825524,10.95619961,12.53740928,1,Pizza
